10
2
0.00160000000000000	0	0	0.000530000000000000	0	0	0	0	0	0
0	0.00160000000000000	0	0	0.000530000000000000	0	0.000100000000000000	0	0	0
0	0	0.00160000000000000	0	0	0.000530000000000000	0	0.000100000000000000	0	0
0	0	0	0.000530000000000000	0	0	1	0	0	0
0	0	0	0	0.000530000000000000	0	0	0	0	0
0	0	0	0	0	0.000530000000000000	0	0	1	0
0	0	0	0	0	0	-0.00340000000000000	1	0.000100000000000000	0
-1	0	0	-1	0	0	0	-0.00340000000000000	0	0.000100000000000000
0	-1	0	0	-1	0	0	0	-0.00340000000000000	1
0	0	-1	0	0	-1	0	0	0	-0.00340000000000000
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.000140000000000000	0	0	0
0	0	0	0.0270000000000000	0	0	0	-0.000140000000000000	0	0
0	0	0	0	0.0270000000000000	0	0	0	-0.000140000000000000	0
0	0	0	0	0	0.0270000000000000	0	0	0	-0.000140000000000000
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0.00160000000000000	0	0	0.000530000000000000	0	0	0	0	0	0
0	0.00160000000000000	0	0	0.000530000000000000	0	0	0	0	0
0	0	0.00160000000000000	0	0	0.000530000000000000	0	0	0	0

